name,lat,lng,type
华润·二十四城,30.653128813777055,104.1145603441171,商务住宅;住宅区;住宅小区
罗兰小镇,30.67987161175446,104.13091608345256,商务住宅;住宅区;住宅小区
万科·金域蓝湾(二环路东二段),30.673307568813065,104.10508858593568,商务住宅;住宅区;住宅小区
水岸华庭,30.648387857006096,104.12120005458226,商务住宅;住宅区;住宅小区
保利·康桥,30.669382448166406,104.11346498767476,商务住宅;住宅区;住宅小区
锦绣上城(二仙南一巷),30.684744343937954,104.11253006745069,商务住宅;住宅区;住宅小区
龙湖三千城西区,30.67834365503821,104.1061708714213,商务住宅;住宅区;住宅小区
高地,30.6724534558205,104.10098785563092,商务住宅;住宅区;住宅小区
田园,30.68595116265796,104.10839937359013,商务住宅;住宅区;住宅小区
东方家园,30.654833910687575,104.17488575788231,商务住宅;住宅区;住宅小区
颐和家园(建和路),30.677665608205114,104.10923347945173,商务住宅;住宅区;住宅小区
天空城,30.666807759104667,104.13236157795104,商务住宅;住宅区;住宅小区
尚东美林1区,30.646272525983147,104.14948978275442,商务住宅;住宅区;住宅小区
龙湖三千城东区,30.679095040604345,104.1079165726491,商务住宅;住宅区;住宅小区
花样年·花郡,30.655703534709136,104.11332465704554,商务住宅;住宅区;住宅小区
优品尚东,30.646021141131506,104.13775931322945,商务住宅;住宅区;住宅小区
龙湖·三千里西区,30.67583019860643,104.10762190747597,商务住宅;住宅区;住宅小区
首创·爱这城,30.6764682548174,104.10382930432846,商务住宅;住宅区;住宅小区
明苑,30.68694860342337,104.10772340756016,商务住宅;住宅区;住宅小区
水岸花园,30.67558441679414,104.10283693288892,商务住宅;住宅区;住宅小区
阳光100米娅中心2期,30.643048123992216,104.13651992311726,商务住宅;住宅区;住宅小区
新华园,30.660438705174432,104.1072194254955,商务住宅;住宅区;住宅小区
浅水半岛A区,30.68729270738402,104.10078009137203,商务住宅;住宅区;住宅小区
联合小区,30.64964423878658,104.11993983386523,商务住宅;住宅区;住宅小区
阳光舜苑(成华大道二段),30.664415954413798,104.12930589737043,商务住宅;住宅区;住宅小区
华润·二十四城,30.653128813777055,104.1145603441171,商务住宅;住宅区;住宅小区
罗兰小镇,30.67987161175446,104.13091608345256,商务住宅;住宅区;住宅小区
万科·金域蓝湾(二环路东二段),30.673307568813065,104.10508858593568,商务住宅;住宅区;住宅小区
水岸华庭,30.648387857006096,104.12120005458226,商务住宅;住宅区;住宅小区
保利·康桥,30.669382448166406,104.11346498767476,商务住宅;住宅区;住宅小区
锦绣上城(二仙南一巷),30.684744343937954,104.11253006745069,商务住宅;住宅区;住宅小区
龙湖三千城西区,30.67834365503821,104.1061708714213,商务住宅;住宅区;住宅小区
高地,30.6724534558205,104.10098785563092,商务住宅;住宅区;住宅小区
田园,30.68595116265796,104.10839937359013,商务住宅;住宅区;住宅小区
东方家园,30.654833910687575,104.17488575788231,商务住宅;住宅区;住宅小区
颐和家园(建和路),30.677665608205114,104.10923347945173,商务住宅;住宅区;住宅小区
天空城,30.666807759104667,104.13236157795104,商务住宅;住宅区;住宅小区
尚东美林1区,30.646272525983147,104.14948978275442,商务住宅;住宅区;住宅小区
龙湖三千城东区,30.679095040604345,104.1079165726491,商务住宅;住宅区;住宅小区
花样年·花郡,30.655703534709136,104.11332465704554,商务住宅;住宅区;住宅小区
优品尚东,30.646021141131506,104.13775931322945,商务住宅;住宅区;住宅小区
龙湖·三千里西区,30.67583019860643,104.10762190747597,商务住宅;住宅区;住宅小区
首创·爱这城,30.6764682548174,104.10382930432846,商务住宅;住宅区;住宅小区
明苑,30.68694860342337,104.10772340756016,商务住宅;住宅区;住宅小区
水岸花园,30.67558441679414,104.10283693288892,商务住宅;住宅区;住宅小区
阳光100米娅中心2期,30.643048123992216,104.13651992311726,商务住宅;住宅区;住宅小区
新华园,30.660438705174432,104.1072194254955,商务住宅;住宅区;住宅小区
浅水半岛A区,30.68729270738402,104.10078009137203,商务住宅;住宅区;住宅小区
联合小区,30.64964423878658,104.11993983386523,商务住宅;住宅区;住宅小区
阳光舜苑(成华大道二段),30.664415954413798,104.12930589737043,商务住宅;住宅区;住宅小区
香木林·花园,30.682838150627767,104.10527606340345,商务住宅;住宅区;住宅小区
关家社区,30.671896040911854,104.12844541752159,商务住宅;住宅区;住宅小区
团结社区(槐树店路),30.653987164468717,104.14077202414626,商务住宅;住宅区;住宅小区
陈家花园,30.67129728287877,104.13241090688771,商务住宅;住宅区;住宅小区
九龙仓·御园,30.663027764225365,104.11229104245531,商务住宅;住宅区;住宅小区
蜜城(双林南支路),30.65219694902337,104.10811437872754,商务住宅;住宅区;住宅小区
东方明珠花园西区,30.6809889660562,104.10729783422147,商务住宅;住宅区;住宅小区
华西花园,30.669787113411445,104.1384773172845,商务住宅;住宅区;住宅小区
红光小区(培华东路),30.670095587545646,104.10208154048,商务住宅;住宅区;住宅小区
榜样,30.667736886393392,104.11597539067019,商务住宅;住宅区;住宅小区
恒河广场,30.67665378679108,104.10595814482211,商务住宅;住宅区;住宅小区
八里阳光,30.68625347552095,104.10241322878636,商务住宅;住宅区;住宅小区
东林半岛,30.65248663361791,104.17049665632295,商务住宅;住宅区;住宅小区
馨地居,30.66283895293781,104.10432365391408,商务住宅;住宅区;住宅小区
沙河丽景,30.656548136715934,104.12592324214938,商务住宅;住宅区;住宅小区
书香雅舍,30.662884668747385,104.17953819044256,商务住宅;住宅区;住宅小区
成电花园文德苑,30.686426027319285,104.1126118558284,商务住宅;住宅区;住宅小区
东景丽苑,30.65787356073496,104.11216461683254,商务住宅;住宅区;住宅小区
双桥路南二街社区,30.649237534922552,104.10423107853836,商务住宅;住宅区;住宅小区
明珠景苑,30.653721292956075,104.1779318950515,商务住宅;住宅区;住宅小区
十里翠苑,30.680889594432568,104.13601951660023,商务住宅;住宅区;住宅小区
北新苑,30.65445228680044,104.10434005518545,商务住宅;住宅区;住宅小区
华西苑(双建路),30.684855824756646,104.10922554877463,商务住宅;住宅区;住宅小区
宏苑,30.65569893152679,104.1363936304831,商务住宅;住宅区;住宅小区
十里彩云间,30.67501805204384,104.1341678035612,商务住宅;住宅区;住宅小区
朗诗·绿色街区(五桂路),30.64113414075258,104.1251309062651,商务住宅;住宅区;住宅小区
上霖东方,30.663779341797746,104.12829702196954,商务住宅;住宅区;住宅小区
正成沙河明珠,30.657707475943745,104.12045766373822,商务住宅;住宅区;住宅小区
新龙苑,30.66379827864637,104.10714610724108,商务住宅;住宅区;住宅小区
竹林尚书,30.651204825386674,104.16068528355797,商务住宅;住宅区;住宅小区
海棠名居,30.665926412622635,104.1113084415331,商务住宅;住宅区;住宅小区
舜和家园东区,30.66662786442996,104.14195767499666,商务住宅;住宅区;住宅小区
春熙苑(地勘路),30.68577732027463,104.11771055452569,商务住宅;住宅区;住宅小区
东升花园(长融街),30.654085485974672,104.1394707501372,商务住宅;住宅区;住宅小区
胜天人居,30.642291507791786,104.15154420770834,商务住宅;住宅区;住宅小区
一代天骄南区,30.657673372563465,104.13973231344389,商务住宅;住宅区;住宅小区
国嘉·新视界,30.642884111186515,104.10109904649049,商务住宅;住宅区;住宅小区
双桥社区,30.64989982340945,104.10508704055593,商务住宅;住宅区;住宅小区
华川小区,30.65917474081088,104.17506488378551,商务住宅;住宅区;住宅小区
平安家园,30.668252288188853,104.16512513374676,商务住宅;住宅区;住宅小区
观城,30.650148058821934,104.11719873602462,商务住宅;住宅区;住宅小区
联合公寓,30.656600978627658,104.11842149635714,商务住宅;住宅区;住宅小区
一代天骄北区,30.659215206345646,104.1397784861757,商务住宅;住宅区;住宅小区
双林社区(双桥路),30.656243048540748,104.10365678178076,商务住宅;住宅区;住宅小区
华晨雅庭,30.658617353951414,104.13811945913686,商务住宅;住宅区;住宅小区
合能·耀之城,30.673875824507828,104.11026996447316,商务住宅;住宅区;住宅小区
多元总部国际1号,30.68541219195366,104.16028653036349,商务住宅;住宅区;住宅小区
成发·紫东芯座,30.653249433490657,104.11732938111324,商务住宅;住宅区;住宅小区
长天社区,30.65125215073619,104.12115819504642,商务住宅;住宅区;住宅小区
舜和家园西区,30.667283521599106,104.14117635655643,商务住宅;住宅区;住宅小区
东景苑(建设北路三段),30.680577554333325,104.10945283394499,商务住宅;住宅区;住宅小区
机械厂家属院,30.659398399186827,104.1098295983805,商务住宅;住宅区;住宅小区
